Tree ID,Species Name,DBH,Structural Value,Carbon Storage,,"Gross Carbon
Sequestration",,Avoided Runoff,,Carbon Avoided,,Pollution Removal,,"Energy
Savings","Total Annual
Benefits",xCoordinate,yCoordinate,Comments
,,(in),($),(lb),($),(lb/yr),($/yr),(ft³/yr),($/yr),(lb/yr),($/yr),(oz/yr),($/yr),($/yr),($/yr),,,
8407,Silver maple,26.40,3948.98,2514.40,163.10,29.50,1.91,52.30,3.50,N/A,N/A,24.10,2.66,N/A,8.07,42.78,-86.12,
8408,Silver maple,25.70,3762.08,2378.40,154.27,28.60,1.85,50.90,3.40,N/A,N/A,23.40,2.59,N/A,7.84,42.78,-86.12,
8409,Silver maple,22.50,2971.64,1802.00,116.88,24.50,1.59,43.70,2.92,N/A,N/A,20.10,2.22,N/A,6.74,42.78,-86.12,
8410,Silver maple,6.10,190.87,117.70,7.63,5.60,0.36,10.60,0.71,N/A,N/A,4.90,0.54,N/A,1.61,42.77,-86.10,
8411,Silver maple,47.80,9904.52,8692.20,563.81,59.10,3.84,103.50,6.92,N/A,N/A,47.60,5.27,N/A,16.02,42.77,-86.11,
8412,Silver maple,47.30,9782.37,8490.10,550.70,58.30,3.78,102.20,6.83,N/A,N/A,47.00,5.20,N/A,15.81,42.77,-86.11,
8413,Silver maple,36.90,6993.80,5059.20,328.16,43.60,2.82,76.20,5.09,N/A,N/A,35.10,3.88,N/A,11.80,42.77,-86.10,
8414,Silver maple,33.50,5979.59,4138.00,268.41,38.90,2.52,68.70,4.59,N/A,N/A,31.60,3.50,N/A,10.62,42.77,-86.10,
8415,Silver maple,42.00,8420.35,6629.00,429.98,50.70,3.29,88.30,5.90,N/A,N/A,40.60,4.49,N/A,13.69,42.77,-86.10,
8416,Silver maple,26.70,4030.62,2575.90,167.08,29.90,1.94,53.00,3.54,N/A,N/A,24.40,2.70,N/A,8.18,42.77,-86.10,
8417,Silver maple,29.70,4897.72,3215.20,208.55,33.80,2.19,59.90,4.00,N/A,N/A,27.50,3.05,N/A,9.24,42.77,-86.10,
8418,Silver maple,26.00,3841.57,2434.90,157.94,28.90,1.88,51.40,3.43,N/A,N/A,23.60,2.61,N/A,7.92,42.77,-86.10,
8419,Silver maple,48.90,10169.41,9110.90,590.97,60.70,3.94,106.20,7.10,N/A,N/A,48.80,5.40,N/A,16.44,42.77,-86.10,
8420,Silver maple,43.10,8713.13,7002.60,454.21,52.30,3.39,92.20,6.16,N/A,N/A,42.40,4.69,N/A,14.25,42.77,-86.10,
8421,Silver maple,39.30,7679.28,5773.60,374.50,46.90,3.04,82.00,5.48,N/A,N/A,37.70,4.17,N/A,12.70,42.77,-86.10,
8422,Silver maple,30.70,5106.41,3449.00,223.72,35.10,2.28,62.10,4.15,N/A,N/A,28.60,3.16,N/A,9.60,42.77,-86.10,
8423,Silver maple,42.90,8660.29,6926.80,449.30,52.00,3.37,91.60,6.12,N/A,N/A,42.10,4.66,N/A,14.15,42.77,-86.10,
8424,Silver maple,24.90,3554.63,2225.80,144.37,27.50,1.79,49.10,3.28,N/A,N/A,22.60,2.50,N/A,7.56,42.77,-86.10,
8425,Silver maple,31.10,5233.25,3541.90,229.74,35.70,2.31,63.20,4.22,N/A,N/A,29.10,3.21,N/A,9.75,42.77,-86.10,
8426,Silver maple,26.20,3895.07,2476.00,160.60,29.20,1.90,52.10,3.48,N/A,N/A,23.90,2.65,N/A,8.02,42.77,-86.10,
8427,Silver maple,12.40,1165.22,519.40,33.69,12.40,0.80,27.30,1.82,N/A,N/A,12.60,1.39,N/A,4.02,42.77,-86.10,
8428,Silver maple,30.40,5010.82,3380.20,219.25,34.80,2.25,61.60,4.12,N/A,N/A,28.30,3.14,N/A,9.51,42.78,-86.11,
8429,Silver maple,22.50,2971.64,1802.00,116.88,24.50,1.59,43.70,2.92,N/A,N/A,20.10,2.22,N/A,6.74,42.78,-86.11,
8430,Silver maple,24.90,3554.63,2228.60,144.56,27.60,1.79,49.10,3.28,N/A,N/A,22.60,2.50,N/A,7.56,42.78,-86.11,
8431,Silver maple,40.60,8040.07,6176.80,400.65,48.70,3.16,85.30,5.70,N/A,N/A,39.20,4.34,N/A,13.20,42.78,-86.11,
8432,Silver maple,24.70,3503.80,2187.10,141.86,27.30,1.77,48.60,3.25,N/A,N/A,22.30,2.47,N/A,7.49,42.78,-86.11,
8433,Silver maple,42.30,8500.73,6729.70,436.51,51.10,3.32,89.20,5.97,N/A,N/A,41.00,4.54,N/A,13.82,42.78,-86.10,
8434,Silver maple,22.80,3041.29,1850.30,120.02,24.90,1.61,44.40,2.97,N/A,N/A,20.40,2.26,N/A,6.84,42.78,-86.10,
8435,Silver maple,28.90,4657.48,3040.70,197.23,32.80,2.12,58.10,3.88,N/A,N/A,26.70,2.96,N/A,8.97,42.78,-86.10,
8436,Silver maple,31.80,5453.53,3712.10,240.78,36.60,2.38,64.70,4.33,N/A,N/A,29.80,3.29,N/A,10.00,42.78,-86.10,
8437,Silver maple,24.20,3378.50,2099.00,136.15,26.70,1.73,47.70,3.19,N/A,N/A,21.90,2.43,N/A,7.34,42.78,-86.10,
8438,Silver maple,35.70,6641.61,4727.20,306.63,41.90,2.72,73.70,4.92,N/A,N/A,33.90,3.75,N/A,11.39,42.78,-86.10,
8439,Silver maple,36.80,6964.69,5030.60,326.30,43.40,2.82,76.20,5.09,N/A,N/A,35.10,3.88,N/A,11.79,42.78,-86.10,
8440,Silver maple,20.60,2551.98,1497.30,97.12,22.10,1.43,39.50,2.64,N/A,N/A,18.20,2.01,N/A,6.09,42.78,-86.10,
8441,Silver maple,30.90,5169.91,3495.30,226.72,35.40,2.30,62.70,4.19,N/A,N/A,28.80,3.19,N/A,9.67,42.78,-86.10,
8442,Silver maple,23.80,3280.10,2024.60,131.32,26.10,1.69,46.60,3.11,N/A,N/A,21.40,2.37,N/A,7.18,42.78,-86.10,
8443,Silver maple,23.10,3111.86,1904.50,123.53,25.30,1.64,45.00,3.01,N/A,N/A,20.70,2.29,N/A,6.94,42.78,-86.10,
8444,Silver maple,20.50,2530.92,1482.90,96.19,22.00,1.43,39.30,2.63,N/A,N/A,18.10,2.00,N/A,6.06,42.78,-86.10,
8445,Silver maple,18.10,2056.16,1143.10,74.15,19.10,1.24,34.20,2.29,N/A,N/A,15.70,1.74,N/A,5.26,42.78,-86.10,
8446,Silver maple,30.40,5010.82,3380.20,219.25,34.80,2.25,61.60,4.12,N/A,N/A,28.30,3.14,N/A,9.51,42.78,-86.10,
8447,Silver maple,37.80,7253.80,5320.80,345.13,44.80,2.91,78.50,5.25,N/A,N/A,36.10,3.99,N/A,12.15,42.78,-86.10,
8448,Silver maple,21.10,2658.83,1576.90,102.28,22.80,1.48,40.80,2.72,N/A,N/A,18.70,2.07,N/A,6.28,42.78,-86.10,
8449,Silver maple,26.30,3921.97,2495.20,161.85,29.30,1.90,52.10,3.48,N/A,N/A,23.90,2.65,N/A,8.03,42.78,-86.10,
8450,Silver maple,42.10,8447.19,6662.50,432.15,50.90,3.30,88.60,5.92,N/A,N/A,40.80,4.51,N/A,13.73,42.78,-86.10,
8451,Silver maple,26.50,3976.09,2533.80,164.35,29.60,1.92,52.50,3.51,N/A,N/A,24.20,2.67,N/A,8.10,42.78,-86.10,
8452,Silver maple,25.50,3709.60,2341.20,151.86,28.30,1.84,50.40,3.37,N/A,N/A,23.20,2.57,N/A,7.77,42.78,-86.10,
8453,Silver maple,35.50,6582.30,4667.20,302.73,41.60,2.70,73.10,4.89,N/A,N/A,33.60,3.72,N/A,11.31,42.78,-86.10,
8454,Silver maple,14.40,1439.91,709.40,46.01,14.70,0.95,30.90,2.06,N/A,N/A,14.20,1.57,N/A,4.59,42.78,-86.10,
8455,Silver maple,22.20,2902.92,1754.40,113.79,24.10,1.57,43.30,2.89,N/A,N/A,19.90,2.20,N/A,6.66,42.78,-86.10,
8456,Silver maple,26.80,4058.04,2598.70,168.56,30.00,1.95,53.50,3.57,N/A,N/A,24.60,2.72,N/A,8.24,42.78,-86.10,
8457,Silver maple,26.80,4058.04,2595.50,168.35,30.00,1.95,53.50,3.57,N/A,N/A,24.60,2.72,N/A,8.24,42.77,-86.10,
8458,Silver maple,19.10,2246.80,1278.30,82.91,20.30,1.31,36.30,2.43,N/A,N/A,16.70,1.85,N/A,5.59,42.77,-86.11,
8459,Silver maple,25.90,3814.97,2419.00,156.91,28.80,1.87,51.40,3.43,N/A,N/A,23.60,2.61,N/A,7.92,42.77,-86.11,
8460,Silver maple,27.50,4252.83,2741.60,177.83,30.90,2.01,54.90,3.67,N/A,N/A,25.30,2.79,N/A,8.47,42.78,-86.11,
8461,Silver maple,32.60,5702.66,3907.20,253.43,37.70,2.44,66.60,4.45,N/A,N/A,30.60,3.39,N/A,10.28,42.78,-86.11,
8462,Silver maple,34.20,6192.53,4319.10,280.16,39.90,2.59,70.10,4.68,N/A,N/A,32.20,3.57,N/A,10.84,42.78,-86.11,
8463,Silver maple,21.00,2637.25,1559.90,101.18,22.60,1.47,40.60,2.71,N/A,N/A,18.70,2.06,N/A,6.24,42.78,-86.11,
8464,Silver maple,14.50,1454.72,720.10,46.71,14.80,0.96,31.10,2.08,N/A,N/A,14.30,1.58,N/A,4.62,42.78,-86.11,
8465,Silver maple,31.50,5359.38,3636.20,235.86,36.20,2.35,64.00,4.28,N/A,N/A,29.40,3.25,N/A,9.88,42.78,-86.10,
8466,Silver maple,19.90,2406.69,1394.20,90.43,21.30,1.38,38.10,2.55,N/A,N/A,17.50,1.94,N/A,5.86,42.78,-86.10,
8467,Silver maple,18.90,2207.85,1253.80,81.33,20.10,1.30,36.10,2.41,N/A,N/A,16.60,1.84,N/A,5.55,42.78,-86.10,
8468,Silver maple,21.30,2702.29,1606.70,104.22,23.00,1.49,41.20,2.75,N/A,N/A,18.90,2.10,N/A,6.34,42.78,-86.10,
8469,Silver maple,27.40,4224.69,2718.10,176.31,30.80,2.00,54.70,3.66,N/A,N/A,25.10,2.78,N/A,8.43,42.78,-86.10,
8470,Silver maple,38.30,7396.72,5469.40,354.76,45.50,2.95,79.70,5.33,N/A,N/A,36.60,4.05,N/A,12.33,42.78,-86.10,
8471,Silver maple,29.00,4687.15,3062.20,198.63,32.90,2.13,58.40,3.90,N/A,N/A,26.80,2.97,N/A,9.00,42.78,-86.10,
8472,Silver maple,48.50,10073.70,8951.20,580.61,60.10,3.90,105.20,7.03,N/A,N/A,48.40,5.35,N/A,16.28,42.77,-86.11,
8473,Silver maple,1.80,32.63,9.20,0.60,1.50,0.09,1.90,0.13,N/A,N/A,0.90,0.10,N/A,0.32,42.77,-86.11,
8474,Silver maple,39.10,7623.12,5706.00,370.11,46.60,3.02,81.40,5.44,N/A,N/A,37.40,4.14,N/A,12.61,42.77,-86.11,
8475,Silver maple,20.40,2509.96,1468.60,95.26,21.90,1.42,39.10,2.61,N/A,N/A,18.00,1.99,N/A,6.02,42.77,-86.10,
8476,Silver maple,38.20,7368.23,5439.50,352.82,45.40,2.94,79.40,5.31,N/A,N/A,36.50,4.04,N/A,12.29,42.77,-86.10,
8477,Silver maple,21.60,2768.24,1654.40,107.31,23.40,1.52,41.80,2.79,N/A,N/A,19.20,2.13,N/A,6.44,42.77,-86.10,
8478,Silver maple,27.30,4196.66,2698.00,175.00,30.60,1.99,54.40,3.64,N/A,N/A,25.00,2.77,N/A,8.40,42.77,-86.10,
8479,Silver maple,30.70,5106.41,3449.00,223.72,35.10,2.28,62.10,4.15,N/A,N/A,28.60,3.16,N/A,9.60,42.77,-86.10,
8480,Silver maple,28.30,4481.59,2909.90,188.74,32.00,2.07,56.90,3.80,N/A,N/A,26.20,2.89,N/A,8.77,42.77,-86.10,
8481,Silver maple,16.30,1738.84,918.50,59.58,16.90,1.10,30.30,2.03,N/A,N/A,13.90,1.54,N/A,4.66,42.77,-86.10,
8482,Silver maple,30.20,4946.88,3330.90,216.05,34.50,2.24,60.90,4.07,N/A,N/A,28.00,3.10,N/A,9.40,42.77,-86.11,
8483,Silver maple,39.10,7623.12,5706.00,370.11,46.60,3.02,81.40,5.44,N/A,N/A,37.40,4.14,N/A,12.61,42.77,-86.11,
8484,Silver maple,30.80,5138.18,3468.00,224.95,35.20,2.29,62.40,4.17,N/A,N/A,28.70,3.17,N/A,9.63,42.77,-86.11,
8485,Silver maple,6.60,223.44,139.50,9.05,6.10,0.40,12.20,0.81,N/A,N/A,5.60,0.62,N/A,1.83,42.77,-86.10,
8486,Silver maple,27.90,4366.39,2823.30,183.13,31.40,2.04,55.90,3.74,N/A,N/A,25.70,2.84,N/A,8.62,42.78,-86.11,
8487,Silver maple,29.30,4776.78,3127.20,202.84,33.30,2.16,59.10,3.95,N/A,N/A,27.20,3.01,N/A,9.12,42.78,-86.11,
8488,Silver maple,36.00,6730.25,4805.10,311.68,42.30,2.74,74.20,4.96,N/A,N/A,34.10,3.78,N/A,11.48,42.78,-86.11,
8489,Silver maple,41.00,8149.60,6306.00,409.03,49.30,3.20,85.90,5.74,N/A,N/A,39.50,4.37,N/A,13.31,42.78,-86.11,
8490,Silver maple,25.30,3657.54,2301.40,149.28,28.10,1.82,50.00,3.34,N/A,N/A,23.00,2.54,N/A,7.70,42.78,-86.11,
8491,Silver maple,30.20,4946.88,3330.90,216.05,34.50,2.24,61.10,4.09,N/A,N/A,28.10,3.11,N/A,9.43,42.78,-86.11,
8492,Silver maple,23.60,3231.52,1990.60,129.12,25.90,1.68,46.10,3.08,N/A,N/A,21.20,2.35,N/A,7.11,42.78,-86.11,
8493,Silver maple,32.30,5609.56,3833.40,248.65,37.30,2.42,65.80,4.40,N/A,N/A,30.30,3.35,N/A,10.16,42.78,-86.11,
8494,Silver maple,18.80,2188.53,1239.00,80.37,19.90,1.29,35.70,2.39,N/A,N/A,16.40,1.82,N/A,5.50,42.78,-86.10,
8495,Silver maple,31.10,5233.25,3541.90,229.74,35.70,2.31,62.90,4.21,N/A,N/A,28.90,3.20,N/A,9.72,42.77,-86.10,
8496,Silver maple,4.00,82.07,49.00,3.18,3.50,0.23,5.80,0.39,N/A,N/A,2.70,0.30,N/A,0.91,42.77,-86.10,
8497,Silver maple,25.80,3788.47,2397.20,155.49,28.70,1.86,51.10,3.42,N/A,N/A,23.50,2.60,N/A,7.88,42.77,-86.10,
8498,Silver maple,35.10,6463.16,4558.50,295.68,41.10,2.66,72.30,4.83,N/A,N/A,33.20,3.68,N/A,11.17,42.77,-86.10,
8499,Silver maple,33.20,5887.67,4061.80,263.46,38.50,2.50,67.90,4.54,N/A,N/A,31.20,3.46,N/A,10.49,42.77,-86.10,
8500,Silver maple,36.90,6993.80,5059.20,328.16,43.60,2.82,76.20,5.09,N/A,N/A,35.10,3.88,N/A,11.80,42.77,-86.10,
8501,Silver maple,31.20,5264.85,3565.30,231.26,35.80,2.32,63.20,4.22,N/A,N/A,29.10,3.21,N/A,9.76,42.78,-86.10,
8502,Silver maple,16.20,1722.18,909.00,58.96,16.80,1.09,30.30,2.03,N/A,N/A,13.90,1.54,N/A,4.66,42.78,-86.10,
8503,Silver maple,29.70,4897.72,3219.00,208.79,33.80,2.19,59.90,4.00,N/A,N/A,27.50,3.05,N/A,9.24,42.78,-86.10,
8504,Silver maple,21.80,2812.72,1687.30,109.45,23.60,1.53,42.20,2.82,N/A,N/A,19.40,2.15,N/A,6.50,42.78,-86.10,
8505,Silver maple,39.40,7707.30,5798.50,376.11,47.00,3.05,82.30,5.50,N/A,N/A,37.90,4.19,N/A,12.74,42.78,-86.10,
8506,Silver maple,32.00,5516.07,3760.30,243.91,36.90,2.39,65.30,4.36,N/A,N/A,30.00,3.32,N/A,10.08,42.78,-86.10,
8507,Silver maple,28.90,4657.48,3037.00,196.99,32.70,2.12,58.10,3.88,N/A,N/A,26.70,2.96,N/A,8.96,42.78,-86.10,
8508,Silver maple,30.30,4978.87,3353.50,217.52,34.60,2.24,61.40,4.10,N/A,N/A,28.20,3.12,N/A,9.47,42.78,-86.10,
8509,Silver maple,22.20,2902.92,1752.00,113.64,24.10,1.56,43.10,2.88,N/A,N/A,19.80,2.19,N/A,6.64,42.78,-86.10,
8510,Silver maple,29.80,4928.22,3237.30,209.99,33.90,2.20,60.10,4.02,N/A,N/A,27.60,3.06,N/A,9.28,42.77,-86.10,
8511,Silver maple,38.20,7368.23,5439.50,352.82,45.40,2.94,79.70,5.33,N/A,N/A,36.60,4.05,N/A,12.32,42.77,-86.10,
8512,Silver maple,34.90,6403.32,4504.60,292.19,40.80,2.65,72.00,4.81,N/A,N/A,33.10,3.66,N/A,11.12,42.77,-86.10,
8513,Silver maple,41.30,8231.28,6397.40,414.96,49.70,3.22,86.80,5.80,N/A,N/A,39.90,4.42,N/A,13.44,42.77,-86.10,
8514,Silver maple,15.00,1530.31,771.50,50.04,15.40,1.00,31.80,2.12,N/A,N/A,14.60,1.62,N/A,4.74,42.77,-86.10,
8515,Silver maple,27.00,4113.18,2634.90,170.91,30.20,1.96,53.70,3.59,N/A,N/A,24.70,2.73,N/A,8.29,42.77,-86.10,
8516,Silver maple,29.00,4687.15,3062.20,198.63,32.90,2.13,58.40,3.90,N/A,N/A,26.80,2.97,N/A,9.00,42.77,-86.10,
8517,Silver maple,40.00,7874.47,5992.10,388.67,47.90,3.11,83.80,5.60,N/A,N/A,38.50,4.26,N/A,12.97,42.77,-86.10,
8518,Silver maple,35.40,6552.58,4639.90,300.96,41.50,2.69,73.10,4.89,N/A,N/A,33.60,3.72,N/A,11.30,42.77,-86.10,
8519,Silver maple,22.10,2880.22,1733.90,112.47,24.00,1.56,42.90,2.87,N/A,N/A,19.70,2.18,N/A,6.60,42.78,-86.13,
8520,Silver maple,26.90,4085.55,2615.10,169.63,30.10,1.95,53.50,3.57,N/A,N/A,24.60,2.72,N/A,8.25,42.78,-86.13,
8521,Silver maple,36.80,6964.69,5030.60,326.30,43.40,2.82,76.20,5.09,N/A,N/A,35.10,3.88,N/A,11.79,42.78,-86.13,
8522,Silver maple,17.10,1868.85,1012.50,65.67,17.80,1.16,32.10,2.15,N/A,N/A,14.80,1.63,N/A,4.94,42.77,-86.09,
8523,Silver maple,49.00,10193.23,9142.40,593.01,60.80,3.95,106.60,7.12,N/A,N/A,49.00,5.42,N/A,16.49,42.78,-86.08,
8524,Silver maple,19.40,2305.99,1322.00,85.75,20.60,1.34,37.10,2.48,N/A,N/A,17.10,1.89,N/A,5.71,42.78,-86.08,
8525,Silver maple,31.40,5327.92,3612.50,234.32,36.10,2.34,63.70,4.26,N/A,N/A,29.30,3.24,N/A,9.84,42.78,-86.09,
8526,Silver maple,31.80,5453.53,3707.80,240.50,36.60,2.37,64.70,4.33,N/A,N/A,29.80,3.29,N/A,9.99,42.78,-86.09,
8527,Slippery elm,40.00,9686.00,6381.40,413.92,60.00,3.89,73.30,4.90,N/A,N/A,33.70,3.73,N/A,12.52,42.78,-86.12,
8528,Slippery elm,41.10,10064.00,6810.40,441.75,62.30,4.04,73.30,4.90,N/A,N/A,33.70,3.73,N/A,12.67,42.77,-86.12,
8529,Slippery elm,36.90,8585.15,5258.70,341.10,53.60,3.48,73.00,4.88,N/A,N/A,33.60,3.71,N/A,12.07,42.78,-86.11,
8530,Southern catalpa,5.30,178.76,59.20,3.84,4.20,0.28,5.30,0.35,N/A,N/A,2.40,0.27,N/A,0.89,42.79,-86.06,
8531,Southern catalpa,2.10,40.78,6.40,0.42,1.20,0.08,1.80,0.12,N/A,N/A,0.80,0.09,N/A,0.29,42.79,-86.06,
8532,Staghorn sumac,3.30,89.09,18.90,1.22,2.20,0.14,1.20,0.08,N/A,N/A,0.50,0.06,N/A,0.28,42.77,-86.12,
8533,Staghorn sumac,1.20,52.03,1.70,0.11,0.60,0.04,0.50,0.04,N/A,N/A,0.20,0.03,N/A,0.10,42.77,-86.12,
8534,Striped maple,19.80,3485.09,1497.70,97.15,26.20,1.70,43.00,2.88,N/A,N/A,19.80,2.19,N/A,6.77,42.79,-86.07,
8535,Striped maple,6.10,306.24,103.20,6.69,5.80,0.38,10.70,0.71,N/A,N/A,4.90,0.54,N/A,1.64,42.77,-86.12,
8536,Striped maple,4.90,200.13,63.80,4.14,4.50,0.29,7.70,0.51,N/A,N/A,3.50,0.39,N/A,1.19,42.77,-86.12,
8537,Striped maple,5.10,216.80,69.80,4.53,4.70,0.30,8.10,0.54,N/A,N/A,3.70,0.41,N/A,1.26,42.77,-86.12,
8538,Sugar maple,30.30,9329.38,4556.70,295.56,54.40,3.53,48.50,3.24,N/A,N/A,22.30,2.47,N/A,9.24,42.79,-86.11,
8539,Sugar maple,11.80,1553.27,518.70,33.65,16.00,1.04,28.70,1.92,N/A,N/A,13.20,1.46,N/A,4.41,42.79,-86.11,
8540,Sugar maple,20.90,4603.20,1936.40,125.60,33.60,2.18,39.50,2.64,N/A,N/A,18.20,2.01,N/A,6.82,42.79,-86.11,
8541,Sugar maple,31.10,9838.13,4838.70,313.86,56.30,3.65,48.50,3.24,N/A,N/A,22.30,2.47,N/A,9.36,42.79,-86.11,
8542,Sugar maple,36.30,13008.62,6909.50,448.18,68.80,4.46,48.50,3.24,N/A,N/A,22.30,2.47,N/A,10.18,42.79,-86.11,
8543,Sugar maple,37.30,13591.23,7356.00,477.14,71.30,4.62,48.50,3.24,N/A,N/A,22.30,2.47,N/A,10.34,42.79,-86.11,
8544,Sugar maple,32.50,10714.99,5355.40,347.37,59.60,3.86,48.50,3.24,N/A,N/A,22.30,2.47,N/A,9.58,42.79,-86.11,
8545,Sugar maple,11.30,1434.89,469.50,30.45,15.10,0.98,27.60,1.85,N/A,N/A,12.70,1.41,N/A,4.23,42.79,-86.11,
8546,Sugar maple,15.50,2588.57,972.50,63.08,22.80,1.48,29.30,1.96,N/A,N/A,13.50,1.49,N/A,4.93,42.79,-86.11,
8547,Sugar maple,26.30,7215.59,3288.30,213.29,45.20,2.93,46.20,3.09,N/A,N/A,21.30,2.35,N/A,8.38,42.79,-86.11,
8548,Sugar maple,19.10,3865.24,1573.50,102.06,29.80,1.94,36.40,2.43,N/A,N/A,16.70,1.85,N/A,6.22,42.79,-86.11,
8549,Sugar maple,10.70,1299.60,414.00,26.85,14.10,0.91,26.20,1.75,N/A,N/A,12.00,1.33,N/A,4.00,42.79,-86.11,
8550,Sugar maple,31.80,10278.70,5093.30,330.37,57.90,3.76,48.50,3.24,N/A,N/A,22.30,2.47,N/A,9.47,42.79,-86.11,
8551,Sugar maple,32.80,10900.65,5470.00,354.80,60.30,3.91,48.50,3.24,N/A,N/A,22.30,2.47,N/A,9.62,42.79,-86.11,
8552,Sugar maple,36.90,13359.23,7175.50,465.43,70.30,4.56,48.50,3.24,N/A,N/A,22.30,2.47,N/A,10.27,42.79,-86.11,
8553,Sugar maple,13.20,1912.00,671.60,43.57,18.50,1.20,31.40,2.10,N/A,N/A,14.40,1.60,N/A,4.89,42.79,-86.11,
8554,Sugar maple,7.30,672.33,171.50,11.13,8.60,0.56,16.50,1.10,N/A,N/A,7.60,0.84,N/A,2.50,42.79,-86.11,
8555,Sugar maple,26.00,7054.78,3202.50,207.73,44.60,2.89,46.00,3.08,N/A,N/A,21.20,2.34,N/A,8.31,42.79,-86.11,
8556,Sugar maple,13.10,1885.05,660.00,42.81,18.30,1.19,31.20,2.09,N/A,N/A,14.40,1.59,N/A,4.86,42.79,-86.11,
8557,Sugar maple,12.70,1779.27,614.50,39.86,17.60,1.14,30.40,2.03,N/A,N/A,14.00,1.55,N/A,4.72,42.79,-86.11,
8558,Sugar maple,31.80,10278.70,5093.30,330.37,57.90,3.76,48.50,3.24,N/A,N/A,22.30,2.47,N/A,9.47,42.79,-86.11,
8559,Sugar maple,27.10,7653.45,3523.40,228.54,47.00,3.05,46.90,3.14,N/A,N/A,21.60,2.39,N/A,8.58,42.79,-86.11,
8560,Sugar maple,27.60,7933.77,3675.00,238.37,48.20,3.12,47.40,3.17,N/A,N/A,21.80,2.41,N/A,8.70,42.79,-86.11,
8561,Sugar maple,12.90,1831.75,637.00,41.32,17.90,1.16,30.80,2.06,N/A,N/A,14.20,1.57,N/A,4.79,42.79,-86.11,
8562,Sugar maple,29.50,9045.73,4284.20,277.89,52.50,3.41,48.30,3.23,N/A,N/A,22.20,2.46,N/A,9.09,42.79,-86.11,
8563,Sugar maple,11.60,1505.30,498.70,32.35,15.60,1.01,28.20,1.89,N/A,N/A,13.00,1.44,N/A,4.34,42.79,-86.11,
8564,Sugar maple,27.30,7764.96,3583.60,232.44,47.50,3.08,46.90,3.14,N/A,N/A,21.60,2.39,N/A,8.60,42.79,-86.11,
8565,Sugar maple,26.40,7269.60,3317.20,215.17,45.50,2.95,46.50,3.11,N/A,N/A,21.40,2.36,N/A,8.42,42.79,-86.11,
8566,Sugar maple,29.70,9167.09,4351.50,282.25,53.00,3.44,48.30,3.23,N/A,N/A,22.20,2.46,N/A,9.12,42.79,-86.11,
8567,Sugar maple,30.30,9329.38,4556.70,295.56,54.40,3.53,48.50,3.24,N/A,N/A,22.30,2.47,N/A,9.24,42.79,-86.11,
8568,Sugar maple,34.60,11998.13,6186.60,401.28,64.60,4.19,48.50,3.24,N/A,N/A,22.30,2.47,N/A,9.91,42.79,-86.11,
8569,Sugar maple,18.90,3787.35,1535.80,99.62,29.40,1.91,36.00,2.41,N/A,N/A,16.60,1.83,N/A,6.15,42.79,-86.11,
8570,Sugar maple,19.90,4185.03,1729.50,112.18,31.50,2.04,37.80,2.53,N/A,N/A,17.40,1.92,N/A,6.50,42.79,-86.11,
8571,Sugar maple,30.90,9711.47,4767.30,309.22,55.80,3.62,48.50,3.24,N/A,N/A,22.30,2.47,N/A,9.33,42.79,-86.11,
8572,Sugar maple,24.70,6379.23,2845.50,184.57,41.70,2.70,44.70,2.99,N/A,N/A,20.50,2.27,N/A,7.96,42.79,-86.11,
8573,Sugar maple,31.20,9901.34,4874.60,316.19,56.50,3.66,48.50,3.24,N/A,N/A,22.30,2.47,N/A,9.38,42.79,-86.11,
8574,Sugar maple,14.00,2135.03,769.20,49.89,19.90,1.29,32.50,2.17,N/A,N/A,15.00,1.66,N/A,5.12,42.79,-86.11,
8575,Sugar maple,19.00,3826.19,1554.60,100.84,29.60,1.92,36.20,2.42,N/A,N/A,16.70,1.84,N/A,6.19,42.79,-86.11,
8576,Sugar maple,26.00,7054.78,3202.50,207.73,44.60,2.89,46.00,3.08,N/A,N/A,21.20,2.34,N/A,8.31,42.79,-86.11,
8577,Sugar maple,32.10,10466.21,5204.70,337.60,58.60,3.80,48.50,3.24,N/A,N/A,22.30,2.47,N/A,9.52,42.79,-86.11,
8578,Sugar maple,32.50,10714.99,5355.40,347.37,59.60,3.86,48.50,3.24,N/A,N/A,22.30,2.47,N/A,9.58,42.79,-86.11,
8579,Sugar maple,34.90,12178.29,6310.90,409.35,65.40,4.24,48.50,3.24,N/A,N/A,22.30,2.47,N/A,9.95,42.79,-86.11,
8580,Sugar maple,30.80,9648.01,4731.80,306.92,55.50,3.60,48.50,3.24,N/A,N/A,22.30,2.47,N/A,9.32,42.79,-86.11,
8581,Sugar maple,28.50,8451.27,3957.00,256.66,50.20,3.26,47.80,3.20,N/A,N/A,22.00,2.43,N/A,8.89,42.79,-86.11,
8582,Sugar maple,15.10,2463.12,915.60,59.39,22.00,1.43,28.60,1.91,N/A,N/A,13.20,1.46,N/A,4.80,42.79,-86.11,
8583,Sugar maple,29.10,8805.49,4151.60,269.29,51.60,3.35,48.10,3.21,N/A,N/A,22.10,2.45,N/A,9.01,42.79,-86.11,
8584,Sugar maple,30.50,9457.10,4626.30,300.08,54.80,3.56,48.50,3.24,N/A,N/A,22.30,2.47,N/A,9.27,42.79,-86.11,
8585,Sugar maple,13.20,1912.00,671.60,43.57,18.50,1.20,31.40,2.10,N/A,N/A,14.40,1.60,N/A,4.89,42.79,-86.11,
